Run ID,Name,Source Type,Source Name,User,Status,max_features,min_rows_per_node,rows_sample,mae,r2,rmse
7a1a0530411d4800a0ed11874078c908,,,,unknown,FINISHED,146,31,0.248726603219002,515.125915527344,0.698738262057304,635.695663452148
988679e4125b40b082bbd9ef179fe3d0,,,,unknown,FINISHED,151,37,0.569463040372053,527.817886352539,0.685719311237335,648.909454345703
d9c40b7a44134f9691cb1c27d63b831c,,,,unknown,FINISHED,131,64,0.395209068627996,517.714477539062,0.697015553712845,638.053970336914
d67346d360de4a18ab25aeab55dea780,,,,unknown,FINISHED,125,42,0.0721320018825046,514.501556396484,0.703304886817932,630.557067871094
3526bb6db2a9479ba51e3a2b6faa6aa6,,,,unknown,FINISHED,83,58,0.29091710251143,518.628326416016,0.699536681175232,635.452011108398
1c3b4c6f30c6442bab60ef808471fb4e,,,,unknown,FINISHED,176,77,0.519001417694679,523.932067871094,0.684528112411499,650.535949707031
c86ffcb8fa0d41aebfff2991d2361858,,,,unknown,FINISHED,169,53,0.376028056069709,519.614303588867,0.690774485468864,644.204391479492
9ae5fbcf08844463906113e543510ea0,,,,unknown,FINISHED,111,47,0.413130745866577,520.828231811523,0.696210846304893,638.942077636719
cbb15edc8d9e4d528bf90984cdb195ac,,,,unknown,FINISHED,91,78,0.235847738372319,518.800476074219,0.699387192726135,635.744216918945
e0af9ec8d6644499977cb8842daa794e,,,,unknown,FINISHED,180,97,0.274607609388072,523.266784667969,0.686213850975037,648.874145507812
a3134f53ea6048d8af3c844416b09d8e,,,,unknown,FINISHED,141,40,0.598415245227727,526.586853027344,0.687620058655739,647.101013183594
a1cbcfc1eb454063b89aff86945a5f7b,,,,unknown,FINISHED,175,24,0.139581345430547,511.102981567383,0.702847748994827,631.329345703125
b7c7942b65144495aedbab3709f66c87,,,,unknown,FINISHED,173,14,0.18649307248785,515.75170135498,0.696638286113739,637.430252075195
fe138863c8f94dbbaefbcbf92ab3b548,,,,unknown,FINISHED,102,84,0.532303148114776,521.901222229004,0.695041388273239,640.347030639648
ad2a0f14ec0c469f83356a8333b2d500,,,,unknown,FINISHED,114,98,0.323893784017889,518.258842468262,0.697262614965439,638.227966308594
2ae2d37683224ae8b5fb94a9278efb92,,,,unknown,FINISHED,156,74,0.0522760981501803,523.896896362305,0.692200884222984,641.808944702148
3660656e4f7c4c01b8944699959c3089,,,,unknown,FINISHED,118,50,0.450836387953001,519.960487365723,0.69538614153862,639.168960571289
f22ab56435bf4b1e9d9612953a2f4e75,,,,unknown,FINISHED,163,81,0.151488114890715,518.199020385742,0.695728719234467,639.106903076172
52a909d14413452cbd94725f5094dec1,,,,unknown,FINISHED,91,68,0.188440663681594,516.367469787598,0.702026382088661,633.138336181641
2423477f79b44ff892c74ef65697e416,,,,unknown,FINISHED,95,87,0.309002398218665,518.028099060059,0.698576167225838,636.578674316406
bd92af545cc2452d9f330d51a096dd44,,,,unknown,FINISHED,135,56,0.117559133565894,514.378425598145,0.702240034937859,632.311233520508
ed58ea644ba9457393c2a12082be31a1,,,,unknown,FINISHED,100,45,0.20355006396396,514.434028625488,0.703184768557549,631.372421264648
7c72c4b8713d49e6a0d0761bee676139,,,,unknown,FINISHED,128,34,0.229912475930662,515.244598388672,0.700931370258331,633.580307006836
26182a07d9624fe78c47872594f5a45f,,,,unknown,FINISHED,116,18,0.427796453999895,525.540618896484,0.691390141844749,642.873992919922
9229776675514b32b067d8c05540c115,,,,unknown,FINISHED,137,94,0.102795629817921,520.230659484863,0.694914892315865,638.981460571289
058856fecb8543a49d2d1f7b8456441e,,,,unknown,FINISHED,185,60,0.497213580488879,524.829879760742,0.682838648557663,651.858062744141
091a4eeae9d84825a955167a113be277,,,,unknown,FINISHED,37,87,0.568195289933182,604.490257263184,0.514178186655045,758.434524536133
d080acb675f04836b5242a99cc19f665,,,,unknown,FINISHED,27,77,0.487453206438003,609.435966491699,0.506485551595688,762.238677978516
74e8da71ceef44139c75925dcb4207a7,,,,unknown,FINISHED,87,93,0.225118267131789,598.657653808594,0.509387835860252,759.165237426758
2106eba3d35849ebae2b453f2d6c435e,,,,unknown,FINISHED,58,82,0.0945521963003606,597.422416687012,0.519825220108032,753.438735961914
bb193d6f76954981af3052b131bd4aef,,,,unknown,FINISHED,46,54,0.571834205022861,600.377670288086,0.521876841783524,752.990631103516
e1ffa60ff7704e4bbd87660edb56dbee,,,,unknown,FINISHED,75,61,0.0380460720390925,592.302177429199,0.532112374901772,745.330627441406
1deae82dfe4e448386afec4a00e1ec62,,,,unknown,FINISHED,128,69,0.310030461648775,594.295692443848,0.516314208507538,754.752151489258
ae98d90314564dbcbd21b15942c11f98,,,,unknown,FINISHED,15,65,0.134264003765009,603.103210449219,0.516385719180107,754.518127441406
e4d8a5f1e2aa45d58c691124ba0b87e0,,,,unknown,FINISHED,98,76,0.29297622978143,597.677536010742,0.510954216122627,758.388153076172
e11af400d872444aa71d02148dd15c11,,,,unknown,FINISHED,136,96,0.195591259635842,593.863845825195,0.514377564191818,755.435485839844
0ed1f528759b41b19a37aecdb38050d9,,,,unknown,FINISHED,126,41,0.3629861449757,583.825790405273,0.539336398243904,740.572036743164
14e53f4ba9cf43599eae08f502fe8cf8,,,,unknown,FINISHED,92,72,0.269162690861094,598.966522216797,0.509742394089699,759.308532714844
91e150ae8d5e4821b83bdd358c33f6e8,,,,unknown,FINISHED,103,59,0.0991072425817262,590.987930297852,0.52335512638092,748.172424316406
8347b05c4cd04c18b3ce15f70e3c1f7f,,,,unknown,FINISHED,18,80,0.397100127927921,611.190292358398,0.502459332346916,763.156982421875
4ec47a4506aa422793cc20af186ced9a,,,,unknown,FINISHED,111,90,0.449824951861324,594.166946411133,0.518814921379089,754.509872436523
d106cb86c6a143cb90b4abe3c366b8f0,,,,unknown,FINISHED,69,51,0.539215218776144,592.356025695801,0.531736105680466,746.170135498047
442375e1a3f74320a2916013db7823f0,,,,unknown,FINISHED,63,98,0.0441025498930519,597.644515991211,0.528949394822121,749.375030517578
ed0a2ba9627f48a1ab5778ad6f49e269,,,,unknown,FINISHED,120,46,0.166475146167306,591.986236572266,0.521989315748215,749.661529541016
f7fb11e907c44d40add5532232ad2933,,,,unknown,FINISHED,36,56,0.366881327363188,603.482261657715,0.515736401081085,756.241561889648
7c051b6293ac428eb2646b04d237cf2f,,,,unknown,FINISHED,53,45,0.461695476744638,596.718772888184,0.527012571692467,749.094604492188
95dbb51735774aaebaaa8ae5f85ecc3b,,,,unknown,FINISHED,60,12,0.953724896628722,623.792221069336,0.505381256341934,770.942016601562
93f38070c9ed4d4bba69248be80acffa,,,,unknown,FINISHED,62,33,0.881880660563978,604.468376159668,0.521269544959068,755.884307861328
620631ecf8a141b7a0458c1f42746037,,,,unknown,FINISHED,67,25,0.202885658999377,590.305809020996,0.534851610660553,742.528366088867
64183c008e5b46329d6db0f908bf688e,,,,unknown,FINISHED,48,4,0.474898180850367,618.605476379395,0.507762685418129,766.3017578125
c6292c49943946058ba38f60f1919396,,,,unknown,FINISHED,57,10,0.749000873719635,618.272216796875,0.50949664413929,766.316329956055
2452ca63e564402294b7e97355b08f1a,,,,unknown,FINISHED,42,20,0.368832019992326,606.217544555664,0.513484999537468,758.057205200195
24e2b59536d54c7e8680d14ee3f028e3,,,,unknown,FINISHED,52,43,0.659919393477626,600.54801940918,0.522684648633003,753.058364868164
11b6797607984e14a1a6e6492652a124,,,,unknown,FINISHED,43,27,0.355089676973969,600.536697387695,0.522061243653297,751.922027587891
98ba4ae03c674c27bb50f19c190cbb94,,,,unknown,FINISHED,65,48,0.572077559623399,593.015441894531,0.531527310609818,746.500473022461
bf08fb26e2174b86ac619e828e7d0725,,,,unknown,FINISHED,53,36,0.184613573270483,597.499290466309,0.521229341626167,751.616256713867
